card_id,playerClass,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
AV_100,NEUTRAL,MINION,Drek'Thar,ALTERAC_VALLEY,"[x]<b>Battlecry</b>: If this costs
more than every minion in
your deck, summon one
of those minions.",4,4,4,LEGENDARY,true,"Inside your deck there are two wolves.
One is a frostwolf. The other is a frostwolf.
You are a Frostwolf.",,,"Unlocked with ""For the Stormpike!"" Achievement.",,,
AV_101,NEUTRAL,MINION,Herald of Lokholar,ALTERAC_VALLEY,"<b>Battlecry:</b> Draw a
Frost spell.",4,3,5,COMMON,true,"“I don’t care how hot it is. I am not going over there to be your air conditioning.""",,,"Unlocked with ""Look! Holar!"" Achievement.",,,
AV_102,NEUTRAL,MINION,Popsicooler,ALTERAC_VALLEY,"[x]<b>Deathrattle:</b> <b>Freeze</b> two
random enemy minions.",3,3,3,EPIC,true,Just passing through Alterac on its way to apply for a job at the Ice Cream Citadel.,MECHANICAL,,,,,
AV_107,SHAMAN,SPELL,Glaciate,ALTERAC_VALLEY,<b>Discover</b> an 8-Cost minion. Summon and <b>Freeze</b> it.,6,,,RARE,true,"We now have a more accurate answer to the age-old question ""What's cooler than being cool?""",,,,,,
AV_108,WARRIOR,SPELL,Shield Shatter,ALTERAC_VALLEY,"[x]Deal $5 damage to all
minions. Costs (1) less
for each Armor you have.",10,,,RARE,true,"""Is the shield being shattered or doing the shattering?""
""Yes.""",,,,,,
AV_109,WARRIOR,SPELL,Frozen Buckler,ALTERAC_VALLEY,"Gain 10 Armor. At the start of your next turn, lose 5 Armor.",2,,,EPIC,true,"""Hey, I bet I could shatter this.""",,,,,,
AV_112,NEUTRAL,MINION,Snowblind Harpy,ALTERAC_VALLEY,"<b>Battlecry:</b> If you're holding
a Frost spell, gain 5 Armor.",3,3,4,RARE,true,Not snowblind; she can spot a level 51 noob over 40 yards away.,,,"Unlocked with ""Snowblind? Sno Problem!"" Achievement.",,,
AV_113,HUNTER,HERO,Beaststalker Tavish,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> <b>Discover</b>
and cast 2 Improved
<b>Secrets</b>.",6,,30,LEGENDARY,true,Tavish left home to forge his own path. But it still led him back to Alterac to kick some Frostwolf butt.,,,,,,
AV_114,MAGE,MINION,Shivering Sorceress,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Reduce the Cost
of the highest Cost spell
in your hand by (1).",1,2,2,COMMON,true,Remember to use your sick days wisely.,,,,,,
AV_115,MAGE,MINION,Amplified Snowflurry,ALTERAC_VALLEY,<b>Battlecry:</b> Your next Hero Power costs (0) and <b>Freezes</b> the target.,2,2,3,COMMON,true,I bet it’s just exaggerating.,ELEMENTAL,,,,,
AV_116,MAGE,SPELL,Arcane Brilliance,ALTERAC_VALLEY,"Add a copy of a 7, 8, 9, and 10-Cost spell in your deck to your hand.",4,,,RARE,true,They could probably do with a dash of Arcane Humility.,,,,,,
AV_118,DEMONHUNTER,MINION,Battleworn Vanguard,ALTERAC_VALLEY,"[x]After your hero attacks,
summon two 1/1 Felwings.",2,2,2,COMMON,true,"""Welcome to Dun Baldar Felwings! Do you want 'em mild, spicy, or BURNING Legion?""",,,,,,
AV_119,WARRIOR,SPELL,To the Front!,ALTERAC_VALLEY,Your minions cost (2) less this turn <i>(but not less than 1)</i>.,2,,,RARE,true,Except healers. You go to the back.,,,,,,
AV_121,NEUTRAL,MINION,Gnome Private,ALTERAC_VALLEY,"[x]<b>Honorable Kill:</b> Gain
+2 Attack.",1,1,3,COMMON,true,She's doing her part.,,,,,,
AV_122,NEUTRAL,MINION,Corporal,ALTERAC_VALLEY,"<b>Honorable Kill:</b> Give
your other minions
<b>Divine Shield</b>.",2,2,3,COMMON,true,"When he’s sitting in the graveyard ready to rez, he’s incorporal.",,,,,,
AV_123,NEUTRAL,MINION,Sneaky Scout,ALTERAC_VALLEY,"[x]<b>Stealth</b>
<b>Honorable Kill:</b> Your next
Hero Power costs (0).",2,3,2,COMMON,true,Do you know what they call Scouts that aren't sneaky? Target practice.,,,,,,
AV_124,NEUTRAL,MINION,Direwolf Commander,ALTERAC_VALLEY,<b>Honorable Kill:</b> Summon a 2/2 Wolf with <b>Stealth</b>.,3,2,5,COMMON,true,"When you’re riding a wolf, it’s in charge and you're allowed to make suggestions.",,,,,,
AV_125,NEUTRAL,MINION,Tower Sergeant,ALTERAC_VALLEY,"<b>Battlecry:</b> If you control at least 2 other minions, gain +2/+2.",4,4,4,COMMON,true,Best helmet in the valley.,UNDEAD,,,,,
AV_126,NEUTRAL,MINION,Bunker Sergeant,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> If your opponent
has 2 or more minions,
deal 1 damage to all
enemy minions.",3,2,4,COMMON,true,Best hair in the valley.,,,,,,
AV_127,NEUTRAL,MINION,Ice Revenant,ALTERAC_VALLEY,"Whenever you cast a Frost spell, gain +2/+2.",4,4,5,COMMON,true,There must have been some magic in that old ice mace we found.,ELEMENTAL,,,,,
AV_128,NEUTRAL,MINION,Frozen Mammoth,ALTERAC_VALLEY,"This is <b>Frozen</b> until you
cast a Fire spell.",4,6,7,EPIC,true,"<i><b>*record scratch*</b></i> ""So, you may be wondering how I got here.""",BEAST,,,,,
AV_129,NEUTRAL,MINION,Blood Guard,ALTERAC_VALLEY,"Whenever this minion takes damage, give your minions +1 Attack.",5,4,7,COMMON,true,Has never donated blood and doesn’t plan on ever doing so.,,,,,,
AV_130,NEUTRAL,MINION,Legionnaire,ALTERAC_VALLEY,<b>Deathrattle:</b> Give all minions in your hand +2/+2.,6,9,3,COMMON,true,<i>*not related to the Burning Legion</i>,,,,,,
AV_131,NEUTRAL,MINION,Knight-Captain,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Deal 3 damage.
<b>Honorable Kill:</b> Gain +3/+3.",5,3,3,COMMON,true,Very dangerous shoulder-to-ears situation here.,,,,Deal 3 damage.,,
AV_132,NEUTRAL,MINION,Troll Centurion,ALTERAC_VALLEY,"[x]<b>Rush</b>. <b>Honorable Kill:</b>
Deal 8 damage to the
enemy hero.",8,8,8,COMMON,true,"Centurion? Ha, come back when you’re a millennion.",,,,,,
AV_133,NEUTRAL,MINION,Icehoof Protector,ALTERAC_VALLEY,"<b>Taunt</b>
<b>Freeze</b> any character damaged by this minion.",6,2,10,COMMON,true,I can't feel my axe!,,,,,,
AV_134,NEUTRAL,MINION,Frostwolf Warmaster,ALTERAC_VALLEY,Costs (1) less for each card you've played this turn.,4,3,3,RARE,true,“The spoils of war ain’t free… Unless you’re me!”,,,"Unlocked with ""Harder, Better, Warmaster, Stronger"" Achievement.",,,
AV_135,NEUTRAL,MINION,Stormpike Marshal,ALTERAC_VALLEY,"[x]<b>Taunt</b>
If you took 5 or more damage
on your opponent's turn,
this costs (1).",4,2,6,RARE,true,The Stormpike have a very direct take on life insurance.,,,"Unlocked with ""One For All, Marshall For 1!"" Achievement.",,,
AV_136,NEUTRAL,MINION,Kobold Taskmaster,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Add 2
Armor Scraps to your hand
that give +2 Health to
a minion.",3,2,4,RARE,true,"Fabled questgiver of the “Get me candle”, “Get me another candle”, and “Get me 11 more candle” questline.",,,,,,
AV_137,NEUTRAL,MINION,Irondeep Trogg,ALTERAC_VALLEY,"[x]After your opponent
casts a spell, summon
 another Irondeep Trogg.",1,1,2,RARE,true,STOP AGGROING MORE!,,,,,,
AV_138,NEUTRAL,MINION,Grimtotem Bounty Hunter,ALTERAC_VALLEY,<b>Battlecry:</b> Destroy an enemy <b>Legendary</b> minion.,3,4,2,EPIC,true,He’ll take a big weight off your shoulders.,,,"Unlocked with ""1600 Dust Bounty"" Achievement.",Destroy an enemy <b>Legendary</b> minion.,,
AV_139,NEUTRAL,MINION,Abominable Lieutenant,ALTERAC_VALLEY,"At the end of your turn,
eat a random enemy minion and gain its stats.",8,3,5,EPIC,true,"If you can't join 'em, eat 'em.",UNDEAD,,,,,
AV_141t,NEUTRAL,MINION,Lokholar the Ice Lord,ALTERAC_VALLEY,"<b>Rush</b>, <b>Windfury</b>
 Costs (5) less if you have 15 Health or less.",10,8,8,LEGENDARY,true,Suddenly the names of Iceblood Tower and Iceblood Garrison make a lot more sense.,ELEMENTAL,"Unlocked with ""Congealing Essence"" Achievement.",Earnable on the Fractured in Alterac Valley Reward Track.,,,
AV_142t,NEUTRAL,MINION,"Ivus, the Forest Lord",ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Spend the rest of
your Mana and gain +2/+2,
<b>Rush</b>, <b>Divine Shield</b>, or <b>Taunt</b>
at random for each.",1,1,1,LEGENDARY,true,"He's always welcome at the local tavern, unlike a <i>certain</i> Ancient.",,,,,,
AV_143,NEUTRAL,MINION,Korrak the Bloodrager,ALTERAC_VALLEY,"[x]<b>Deathrattle:</b> If this
wasn't <b>Honorably Killed</b>,
resummon Korrak.",4,3,5,LEGENDARY,true,"“I live, I love, I slay, and I am undying.”",,,,,,
AV_145,WARRIOR,MINION,Captain Galvangar,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> If you have
gained 15 or more Armor
this game, gain +3/+3
and <b>Charge</b>.@ <i>({0} left!)</i>@ <i>(Ready!)</i>",6,6,6,LEGENDARY,true,"It wasn't the ravages of war that took Galvangar, it was hypothermia.",,,,,,
AV_147,HUNTER,SPELL,Dun Baldar Bunker,ALTERAC_VALLEY,"[x]At the end of your
turn, draw a <b>Secret</b> and
set its Cost to (1).
Lasts 3 turns.",2,,,RARE,true,Brutalist architecture for brutal times.,,,Obtained by gaining Honor in Fractured in Alterac Valley.,,,
AV_200,MAGE,HERO,Magister Dawngrasp,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Recast a
spell from each spell
school you've cast
 this game.",7,,30,LEGENDARY,true,Magister is a humble title for one who united warring armies against the greatest threat to Azeroth.,,,,,,
AV_201,ROGUE,MINION,Coldtooth Yeti,ALTERAC_VALLEY,<b>Combo:</b> Gain +3 Attack.,3,1,5,COMMON,true,Its arrival heralds the Brain Freeze Yeti.,,,,,,
AV_202,WARRIOR,HERO,"Rokara, the Valorous",ALTERAC_VALLEY,<b>Battlecry:</b> Equip a 5/2 Unstoppable Force.,7,,30,LEGENDARY,true,"As strong-willed and stubborn as her first day in the Horde, Rokara now wielded a weapon that rivaled even her tenacity.",,,,,,
AV_203,ROGUE,HERO,Shadowcrafter Scabbs,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Return all
minions to their owner's 
hands. Summon two 4/2
Shadows with <b>Stealth</b>.",8,,30,LEGENDARY,true,"Sneaking behind enemy lines isn't so different from being a line cook. People are hostile, something's on fire, and your only hope is to get out of there with all your fingers.",,,,,,
AV_204,DEMONHUNTER,HERO,"Kurtrus, Demon-Render",ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Summon two
1/4 Demons with <b>Rush</b>.
<i>(Improved by your hero
attacks this game.)</i>",6,,30,LEGENDARY,true,"""I dedicated my life to vanquishing demons, but I never thought to face the demons in me. Maybe, in time, I can help quell the demons in you."" -Kurtrus, to Cariel",,,,,,
AV_205,DRUID,HERO,Wildheart Guff,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Set your
maximum Mana to 20.
Gain an empty Mana
Crystal. Draw a card.",5,,30,LEGENDARY,true,Guff faced his biggest challenge yet: making friends on a battlefield.,,,,,,
AV_206,PALADIN,HERO,Lightforged Cariel,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Deal 2
damage to all enemies.
Equip a 2/5
Immovable Object.",8,,30,LEGENDARY,true,"Her faith, unshakable.
Her shield, immovable.
Her enemies, irredeemable.",,,,,,
AV_207,PRIEST,HERO,"Xyrella, the Devout",ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Trigger the
<b>Deathrattle</b> of every
friendly minion that
died this game.",8,,30,LEGENDARY,true,Xyrella thought she was only saving her daughter. Her actions may very well have saved the entire world.,,,,,,
AV_209,DEMONHUNTER,WEAPON,Dreadprison Glaive,ALTERAC_VALLEY,"[x]<b>Honorable Kill:</b> Deal
damage equal to your
hero's Attack to the
enemy hero.",1,1,3,COMMON,true,Keep your allies close. Keep your evil demons in your weapon.,,,,,,0
AV_210,DRUID,MINION,Pathmaker,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Cast the other
choice from the last <b>Choose
One</b> spell you've cast.",3,3,4,RARE,true,You can never choose the wrong path if you make your own.,,,,,,
AV_211,DRUID,MINION,Dire Frostwolf,ALTERAC_VALLEY,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a 2/2 Wolf with <b>Stealth</b>.",4,4,4,COMMON,true,"Tips to survive a frostwolf attack:
-Stay calm
-Lay down
-Drizzle steak sauce over your body
Brought to you by the Frostwolf Council for Alliance Safety.",BEAST,,,,,
AV_212,MAGE,SPELL,Siphon Mana,ALTERAC_VALLEY,"Deal $2 damage.
<b>Honorable Kill</b>: Reduce the Cost of spells in your hand by (1).",2,,,COMMON,true,Why spend mine when I can take yours?,,,,,,
AV_213,PALADIN,SPELL,Vitality Surge,ALTERAC_VALLEY,"Draw a minion.
Restore Health to your hero equal to its Cost.",2,,,COMMON,true,"If your vitality lasts longer than four hours, consult a Priest.",,,,,,
AV_215,NEUTRAL,MINION,Frantic Hippogryph,ALTERAC_VALLEY,"<b>Rush</b>. <b>Honorable Kill</b>:
 Gain <b>Windfury</b>. ",5,3,7,COMMON,true,It's killed and it'll kill again!,BEAST,,"Unlocked with ""Flappy Bird"" Achievement.",,,
AV_218,MAGE,SPELL,Mass Polymorph,ALTERAC_VALLEY,Transform all minions into 1/1 Sheep.,7,,,EPIC,true,Sheep in Frostwolves' clothing.,,,,,,
AV_219,NEUTRAL,MINION,Ram Commander,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Add two
1/1 Rams with <b>Rush</b>
to your hand.",2,2,2,COMMON,true,Get your RAM in pairs for better performance.,,,"Unlocked with ""Mary Had a Little Ram"" Achievement.",,,
AV_222,NEUTRAL,MINION,Spammy Arcanist,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Deal 1 damage
to all other minions.
If any die, repeat this.",5,3,4,EPIC,true,"You don't <i>have</i> to jump while spamming, but it’s more fun that way.",,,,,,
AV_223,NEUTRAL,MINION,Vanndar Stormpike,ALTERAC_VALLEY,"[x]<b>Battlecry</b>: If this costs
less than every minion
in your deck, reduce
their Cost by (3).",4,4,4,LEGENDARY,true,"His favorite modes of transportation? Van, car, board, bike.",,,"Unlocked with ""For the Frostwolves!"" Achievement.",,,
AV_224,HUNTER,SPELL,Spring the Trap,ALTERAC_VALLEY,Deal $3 damage to a minion and cast a <b>Secret</b> from your deck. <b>Honorable Kill:</b> Cast 2.,4,,,EPIC,true,Talk about starting off on the wrong foot.,,,,,,
AV_226,HUNTER,SPELL,Ice Trap,ALTERAC_VALLEY,"<b>Secret:</b> When your opponent casts a spell, return it to their hand instead. It costs (1) more.",2,,,EPIC,true,I literally watched the Hunter place it down in front of me and I still stepped in it.,,,,,,
AV_238,NEUTRAL,MINION,Gankster,ALTERAC_VALLEY,"[x]<b>Stealth</b>
After your opponent plays
a minion, attack it.",2,4,2,COMMON,true,UGH! IM GETTING MY MAIN!,,,,,,
AV_244,HUNTER,WEAPON,Bloodseeker,ALTERAC_VALLEY,"<b>Honorable Kill:</b>
Gain +1/+1.",2,2,2,COMMON,true,What do you mean shooting them in the back isn’t honorable?!,,,,,,0
AV_250,SHAMAN,SPELL,Snowball Fight!,ALTERAC_VALLEY,"Deal $1 damage to a minion and <b>Freeze</b> it.
If it survives, repeat this on another minion!",3,,,EPIC,true,"Woahwoahwoah, we said no friendly fire!",,,,,,
AV_251,SHAMAN,MINION,Cheaty Snobold,ALTERAC_VALLEY,"After an enemy is <b>Frozen</b>, deal 3 damage to it.",3,3,4,EPIC,true,This one will knock you out cold.,,,,,,
AV_255,SHAMAN,MINION,Snowfall Guardian,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> <b>Freeze</b> all
other minions.",6,5,5,COMMON,true,"You’re finally awake! That fall looked really bad. Demon Hunters? Mercenaries? What are you talking about? Come on, I just unpacked a Golden Moorabi, let’s go build a Freeze Shaman deck.",ELEMENTAL,,,,,
AV_256,NEUTRAL,MINION,Reflecto Engineer,ALTERAC_VALLEY,<b>Battlecry:</b> Swap the Attack and Health of all minions in both players' hands.,3,2,4,COMMON,true,The whole thing's based on the Rubber-Glue Phenomenon.,,,,,,
AV_257,SHAMAN,MINION,Bearon Gla'shear,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> For each Frost
spell you've cast this game,
summon a 3/4 Elemental
that <b>Freezes</b>.@ <i>(@)</i>",7,6,6,LEGENDARY,true,"When you get hit by a royally bad pun, you just have to grin and bear it.",ELEMENTAL,,,,,
AV_258,SHAMAN,HERO,Bru'kan of the Elements,ALTERAC_VALLEY,"[x]<b>Battlecry:</b> Call upon the
power of two Elements!",8,,30,LEGENDARY,true,"The elements crackled through Bru'kan's veins and his life flashed before his eyes. He knew this moment would come, but he wondered, had he given them enough?",,,,,,
AV_259,SHAMAN,SPELL,Frostbite,ALTERAC_VALLEY,"Deal $3 damage.
<b>Honorable Kill:</b> Your opponent's next spell costs (2) more.",2,,,COMMON,true,The sad reality of a raging toothpaste addiction.,,,,,,
AV_260,SHAMAN,MINION,Sleetbreaker,ALTERAC_VALLEY,<b>Battlecry:</b> Add a Windchill to your hand.,2,3,2,RARE,true,"Likes chilly, hates chili.",ELEMENTAL,,,,,
AV_261,DEMONHUNTER,MINION,Flag Runner,ALTERAC_VALLEY,"Whenever a friendly minion dies, gain +1 Attack.",3,1,6,COMMON,true,"I see your argument, but…do you have a flag?",,,,,,
AV_262,DEMONHUNTER,MINION,Warden of Chains,ALTERAC_VALLEY,"[x]<b>Taunt</b>
<b>Battlecry:</b> If you're holding
a Demon that costs (5) or
more, gain +1/+2.",4,2,6,RARE,true,Can’t stay out too late. I gotta head back home to the ol’ ball and chained demon.,,,,,,
AV_264,DEMONHUNTER,SPELL,Sigil of Reckoning,ALTERAC_VALLEY,"At the start of your next turn, summon a random Demon from your hand.",5,,,EPIC,true,"“It’s dangerous ‘round these parts, I reckon.”",,,,,,
AV_265,DEMONHUNTER,MINION,Ur'zul Giant,ALTERAC_VALLEY,Costs (1) less for each friendly minion that died this game.,13,8,8,EPIC,true,"Nothing personal, tiny human. I have many mouths to feed.",DEMON,,,,,
AV_266,SHAMAN,SPELL,Windchill,ALTERAC_VALLEY,"<b>Freeze</b> a minion.
Draw a card.",1,,,COMMON,true,"The thermometer says it’s 0° right now, but with the windchill it feels like -25°.",,,,,,
AV_267,DEMONHUNTER,MINION,Caria Felsoul,ALTERAC_VALLEY,<b>Battlecry:</b> Transform into a 6/6 copy of a Demon in your deck.,6,6,6,LEGENDARY,true,This is what happens when you keep taking the advice of the little demon on your shoulder.,,,,,,
AV_268,SHAMAN,SPELL,Wildpaw Cavern,ALTERAC_VALLEY,"[x]At the end of your
turn, summon a 3/4
Elemental that <b>Freezes</b>.
Lasts 3 turns.",4,,,RARE,true,Adventurers were quite confused when they saw how many boots were frozen to the ceiling.,,,,,,
AV_269,DEMONHUNTER,SPELL,Flanking Maneuver,ALTERAC_VALLEY,"Summon a 4/2 Demon with <b>Rush</b>. If it dies this turn, summon another.",4,,,RARE,true,"So, do we have advantage? Can I sneak attack?",,,,,,
AV_277,WARLOCK,SPELL,Seeds of Destruction,ALTERAC_VALLEY,"[x]Shuffle four Rifts
into your deck. They
summon a 3/3 Dread
Imp when drawn.",2,,,RARE,true,May your harvest be dreadful.,,,,,,
AV_281,WARLOCK,SPELL,Felfire in the Hole!,ALTERAC_VALLEY,"Draw a spell and deal $2 damage to all enemies. If it's a Fel spell, deal $1 more.",5,,,EPIC,true,"Fear not, feebleminded friends, for failure to fell your foes with felfire is fundamentally farfetched!",,,,,,
AV_282,MAGE,SPELL,Build a Snowman,ALTERAC_VALLEY,"Summon a 3/3
Snowman that <b>Freezes</b>.
Add ""Build a Snowbrute""
to your hand. ",3,,,RARE,true,This is the coolest spell once you get it rolling.,,,,,,
AV_283,MAGE,SPELL,Rune of the Archmage,ALTERAC_VALLEY,"[x]Cast 20 Mana worth of
Mage spells at enemies.",9,,,EPIC,true,“It’s not a slot machine! It took YEARS of rigorous studying the intricacies of the universe to unravel the strands of reality. The arcane knowledge alone would enfeeble even the most brilliant of minds. Give it the credence it deserves. It’s a <i>magic</i> slot machine.”,,,,,,
AV_284,MAGE,MINION,Balinda Stonehearth,ALTERAC_VALLEY,<b>Battlecry:</b> Draw 2 spells. Swap their Costs with this minion's stats.,6,5,5,LEGENDARY,true,"Imagine her surprise, ending up in a game called Hearthstone.",,,,,,
AV_285,WARLOCK,SPELL,Full-Blown Evil,ALTERAC_VALLEY,"Deal $5 damage randomly split among
all enemy minions. Repeatable this turn.",3,,,RARE,true,"This isn’t your average, everyday evil.
This is ADVANCED evil.",,,,,,
AV_286,WARLOCK,MINION,Felwalker,ALTERAC_VALLEY,<b>Taunt</b>. <b>Battlecry</b>: Cast the highest Cost Fel spell from your hand.,6,3,7,COMMON,true,How it feels to chew Fel Gum.,DEMON,,,,,
AV_290,MAGE,SPELL,Iceblood Tower,ALTERAC_VALLEY,"[x]At the end of your turn,
cast another spell from
your deck. Lasts 3 turns.",10,,,RARE,true,"“Why is it called Iceblood Tower?”
“Not really sure. Anyways, try not to lose your footing on any of the frozen bodies as you make your way in.”",,,Obtained by gaining Honor in Fractured in Alterac Valley.,,,
AV_291,DRUID,MINION,Frostsaber Matriarch,ALTERAC_VALLEY,"[x]<b>Taunt</b>. Costs (1) less
 for each Beast you've
 summoned this game.",7,4,5,EPIC,true,"They say “don’t poke the bear”, but they NEVER said “don’t poke the frostsaber or her cubs”.",BEAST,,,,,
AV_292,DRUID,SPELL,Heart of the Wild,ALTERAC_VALLEY,"Give a minion +2/+2, then give your Beasts +1/+1.",3,,,COMMON,true,In each of us beats a wild heart. Except the Forsaken.,,,,,,
